q0,Ar,x/d0,y/d0,,
22.92616151,3.03030303,14.16293103,17.36896552,,
22.92616151,3.03030303,14.58275862,17.57844828,,
22.92616151,3.03030303,15.00344828,17.7887931,,
22.92616151,3.03030303,15.37155172,17.99913793,,
22.92616151,3.03030303,15.84482759,18.20948276,,
22.92616151,3.03030303,16.19482759,18.41982759,,
22.92616151,3.03030303,16.63275862,18.57758621,,
22.92616151,3.03030303,17.05344828,18.78706897,,
22.92616151,3.03030303,17.52586207,18.94482759,,
22.92616151,3.03030303,17.99913793,19.20775862,,
22.92616151,3.03030303,18.47241379,19.41810345,,
22.92616151,3.03030303,18.99741379,19.62844828,,
22.92616151,3.03030303,19.52327586,19.8387931,,
22.92616151,3.03030303,19.99568966,20.04827586,,
22.92616151,3.03030303,20.57413793,20.20603448,,
22.92616151,3.03030303,21.1,20.41637931,,
22.92616151,3.03030303,21.625,20.57413793,,
22.92616151,3.03030303,22.20344828,20.78448276,,
22.92616151,3.03030303,22.78103448,20.99482759,,
22.92616151,3.03030303,23.30689655,21.20517241,,
22.92616151,3.03030303,23.88448276,21.36206897,,
22.92616151,3.03030303,24.41034483,21.51982759,,
22.92616151,3.03030303,24.9887931,21.67758621,,
22.92616151,3.03030303,25.56637931,21.83534483,,
22.92616151,3.03030303,26.14482759,21.99310345,,
22.92616151,3.03030303,26.79310345,22.23793103,,
22.92616151,3.03030303,27.42327586,22.37844828,,
22.92616151,3.03030303,28.0887931,22.57155172,,
22.92616151,3.03030303,28.61465517,22.72844828,,
22.92616151,3.03030303,29.13965517,22.8862069,,
22.92616151,3.03030303,29.66551724,23.04396552,,
22.92616151,3.03030303,30.0862069,23.20172414,,
22.92616151,3.03030303,30.55862069,23.35948276,,
22.92616151,3.03030303,31.03189655,23.51724138,,
22.92616151,3.03030303,31.50517241,23.675,,
22.92616151,3.03030303,32.03017241,23.83275862,,
22.92616151,3.03030303,32.50344828,23.93793103,,
22.92616151,3.03030303,32.92413793,24.09482759,,
22.92616151,3.03030303,33.44913793,24.2,,
7.630749024,3.03030303,0,0,,
7.630749024,3.03030303,0.007758621,0.137931034,,
7.630749024,3.03030303,0.01637931,0.302586207,,
7.630749024,3.03030303,0.01637931,0.500862069,,
7.630749024,3.03030303,0.027586207,0.687931034,,
7.630749024,3.03030303,0.049137931,0.886206897,,
7.630749024,3.03030303,0.060344828,1.062931034,,
7.630749024,3.03030303,0.081896552,1.243965517,,
7.630749024,3.03030303,0.115517241,1.425862069,,
7.630749024,3.03030303,0.164655172,1.575,,
7.630749024,3.03030303,0.214655172,1.739655172,,
7.630749024,3.03030303,0.263793103,1.888793103,,
7.630749024,3.03030303,0.330172414,2.042241379,,
7.630749024,3.03030303,0.379310345,2.168965517,,
7.630749024,3.03030303,0.445689655,2.301724138,,
7.630749024,3.03030303,0.528448276,2.45,,
7.630749024,3.03030303,0.627586207,2.609482759,,
7.630749024,3.03030303,0.709482759,2.738793103,,
7.630749024,3.03030303,0.817241379,2.887931034,,
7.630749024,3.03030303,0.932758621,3.028448276,,
7.630749024,3.03030303,1.031896552,3.151724138,,
7.630749024,3.03030303,1.147413793,3.30862069,,
7.630749024,3.03030303,1.271551724,3.449137931,,
7.630749024,3.03030303,1.387068966,3.573275862,,
7.630749024,3.03030303,1.511206897,3.656034483,,
7.630749024,3.03030303,1.610344828,3.755172414,,
7.630749024,3.03030303,1.717241379,3.854310345,,
7.630749024,3.03030303,1.849137931,3.936206897,,
7.630749024,3.03030303,1.998275862,4.068965517,,
7.630749024,3.03030303,2.155172414,4.168103448,,
7.630749024,3.03030303,2.303448276,4.25862069,,
7.630749024,3.03030303,2.468965517,4.365517241,,
7.630749024,3.03030303,2.609482759,4.456896552,,
7.630749024,3.03030303,2.799137931,4.547413793,,
7.630749024,3.03030303,2.939655172,4.630172414,,
7.630749024,3.03030303,3.096551724,4.704310345,,
7.630749024,3.03030303,3.262068966,4.778448276,,
7.630749024,3.03030303,3.451724138,4.844827586,,
7.630749024,3.03030303,3.61637931,4.918965517,,
7.630749024,3.03030303,3.806896552,4.985344828,,
7.630749024,3.03030303,3.996551724,5.051724138,,
7.630749024,3.03030303,4.203448276,5.13362069,,
7.630749024,3.03030303,4.365517241,5.19137931,,
7.630749024,3.03030303,4.563793103,5.235344828,,
7.630749024,3.03030303,4.739655172,5.301724138,,
7.630749024,3.03030303,4.912931034,5.356896552,,
7.630749024,3.03030303,5.078448276,5.423275862,,
7.630749024,3.03030303,5.251724138,5.472413793,,
7.630749024,3.03030303,5.40862069,5.505172414,,
7.630749024,3.03030303,5.606896552,5.555172414,,
7.630749024,3.03030303,5.830172414,5.621551724,,
7.630749024,3.03030303,6.061206897,5.670689655,,
7.630749024,3.03030303,6.237068966,5.742241379,,
7.630749024,3.03030303,6.435344828,5.764655172,,
7.630749024,3.03030303,6.63362069,5.830172414,,
7.630749024,3.03030303,6.809482759,5.874137931,,
7.630749024,3.03030303,7.007758621,5.896551724,,
7.630749024,3.03030303,7.206034483,5.940517241,,
7.630749024,3.03030303,7.448275862,5.962068966,,
7.630749024,3.03030303,7.646551724,6.006896552,,
7.630749024,3.03030303,7.9,6.050862069,,
7.630749024,3.03030303,8.20862069,6.106034483,,
7.630749024,3.03030303,8.494827586,6.15,,
7.630749024,3.03030303,8.836206897,6.182758621,,
7.630749024,3.03030303,9.143965517,6.226724138,,
7.630749024,3.03030303,9.474137931,6.270689655,,
7.630749024,3.03030303,9.771551724,6.281896552,,
7.630749024,3.03030303,10.04741379,6.369827586,,
7.630749024,3.03030303,10.34396552,6.392241379,,
7.630749024,3.03030303,10.68534483,6.413793103,,
7.630749024,3.03030303,10.97241379,6.425,,
7.630749024,3.03030303,11.31293103,6.457758621,,
7.630749024,3.03030303,11.63275862,6.501724138,,
7.630749024,3.03030303,11.94051724,6.512931034,,
7.630749024,3.03030303,12.28189655,6.512931034,,
7.630749024,3.03030303,12.61293103,6.556896552,,
7.630749024,3.03030303,12.96465517,6.579310345,,
7.630749024,3.03030303,13.32844828,6.612068966,,
7.630749024,3.03030303,13.725,6.612068966,,
7.630749024,3.03030303,14.04396552,6.623275862,,
7.630749024,3.03030303,14.41810345,6.644827586,,
7.630749024,3.03030303,14.81465517,6.644827586,,
7.630749024,3.03030303,15.2112069,6.644827586,,
7.630749024,3.03030303,15.67327586,6.644827586,,
7.630749024,3.03030303,16.06982759,6.678448276,,
7.630749024,3.03030303,16.49913793,6.678448276,,
7.630749024,3.03030303,16.89568966,6.678448276,,
7.630749024,3.03030303,17.25948276,6.678448276,,
7.630749024,3.03030303,17.65517241,6.678448276,,
7.630749024,3.03030303,18.05172414,6.678448276,,
7.630749024,3.03030303,18.41551724,6.711206897,,
7.630749024,3.03030303,18.81206897,6.711206897,,
7.630749024,3.03030303,19.28189655,6.762068966,,
7.630749024,3.03030303,19.74741379,6.722413793,,
7.630749024,3.03030303,20.20948276,6.762068966,,
7.630749024,3.03030303,20.69482759,6.711206897,,
7.630749024,3.03030303,21.15689655,6.76637931,,
7.630749024,3.03030303,21.68534483,6.777586207,,
7.630749024,3.03030303,22.28017241,6.777586207,,
7.630749024,3.03030303,22.79741379,6.810344828,,
7.630749024,3.03030303,23.36982759,6.810344828,,
7.630749024,3.03030303,23.89827586,6.843103448,,
7.630749024,3.03030303,24.42758621,6.887068966,,
7.630749024,3.03030303,24.94482759,6.898275862,,
7.630749024,3.03030303,25.47327586,6.898275862,,
7.630749024,3.03030303,26.13362069,6.898275862,,
7.630749024,3.03030303,26.79482759,6.854310345,,
3.767995866,3.03030303,0,0,,
3.767995866,3.03030303,0.018965517,0.179310345,,
3.767995866,3.03030303,0.031896552,0.340517241,,
3.767995866,3.03030303,0.057758621,0.500862069,,
3.767995866,3.03030303,0.095689655,0.661206897,,
3.767995866,3.03030303,0.121551724,0.802586207,,
3.767995866,3.03030303,0.160344828,0.937931034,,
3.767995866,3.03030303,0.199137931,1.072413793,,
3.767995866,3.03030303,0.243965517,1.207758621,,
3.767995866,3.03030303,0.288793103,1.355172414,,
3.767995866,3.03030303,0.346551724,1.489655172,,
3.767995866,3.03030303,0.404310345,1.593103448,,
3.767995866,3.03030303,0.468965517,1.70862069,,
3.767995866,3.03030303,0.532758621,1.817241379,,
3.767995866,3.03030303,0.590517241,1.920689655,,
3.767995866,3.03030303,0.667241379,2.029310345,,
3.767995866,3.03030303,0.750862069,2.131896552,,
3.767995866,3.03030303,0.828448276,2.215517241,,
3.767995866,3.03030303,0.924137931,2.312068966,,
3.767995866,3.03030303,1.001724138,2.414655172,,
3.767995866,3.03030303,1.09137931,2.511206897,,
3.767995866,3.03030303,1.181896552,2.600862069,,
3.767995866,3.03030303,1.284482759,2.684482759,,
3.767995866,3.03030303,1.380172414,2.768103448,,
3.767995866,3.03030303,1.496551724,2.851724138,,
3.767995866,3.03030303,1.586206897,2.928448276,,
3.767995866,3.03030303,1.695689655,3.012068966,,
3.767995866,3.03030303,1.798275862,3.082758621,,
3.767995866,3.03030303,1.900862069,3.147413793,,
3.767995866,3.03030303,2.025862069,3.224137931,,
3.767995866,3.03030303,2.125862069,3.294827586,,
3.767995866,3.03030303,2.234482759,3.352586207,,
3.767995866,3.03030303,2.331034483,3.423275862,,
3.767995866,3.03030303,2.43362069,3.475,,
3.767995866,3.03030303,2.537068966,3.532758621,,
3.767995866,3.03030303,2.652586207,3.58362069,,
3.767995866,3.03030303,2.748275862,3.635344828,,
3.767995866,3.03030303,2.844827586,3.687068966,,
3.767995866,3.03030303,2.947413793,3.725,,
3.767995866,3.03030303,3.075862069,3.763793103,,
3.767995866,3.03030303,3.185344828,3.821551724,,
3.767995866,3.03030303,3.307758621,3.86637931,,
3.767995866,3.03030303,3.41637931,3.905172414,,
3.767995866,3.03030303,3.551724138,3.95,,
3.767995866,3.03030303,3.673275862,3.994827586,,
3.767995866,3.03030303,3.801724138,4.026724138,,
3.767995866,3.03030303,3.943103448,4.09137931,,
3.767995866,3.03030303,4.078448276,4.149137931,,
3.767995866,3.03030303,4.232758621,4.206896552,,
3.767995866,3.03030303,4.380172414,4.251724138,,
3.767995866,3.03030303,4.521551724,4.290517241,,
3.767995866,3.03030303,4.675862069,4.34137931,,
3.767995866,3.03030303,4.830172414,4.361206897,,
3.767995866,3.03030303,4.945689655,4.4,,
3.767995866,3.03030303,5.099137931,4.418965517,,
3.767995866,3.03030303,5.253448276,4.457758621,,
3.767995866,3.03030303,5.401724138,4.482758621,,
3.767995866,3.03030303,5.575,4.521551724,,
3.767995866,3.03030303,5.729310345,4.553448276,,
3.767995866,3.03030303,5.882758621,4.586206897,,
3.767995866,3.03030303,6.024137931,4.599137931,,
3.767995866,3.03030303,6.178448276,4.624137931,,
3.767995866,3.03030303,6.319827586,4.637068966,,
3.767995866,3.03030303,6.455172414,4.662931034,,
3.767995866,3.03030303,6.628448276,4.668965517,,
3.767995866,3.03030303,6.769827586,4.675862069,,
3.767995866,3.03030303,6.923275862,4.688793103,,
3.767995866,3.03030303,7.077586207,4.701724138,,
3.767995866,3.03030303,7.218965517,4.720689655,,
3.767995866,3.03030303,7.373275862,4.73362069,,
3.767995866,3.03030303,7.546551724,4.746551724,,
3.767995866,3.03030303,7.687931034,4.765517241,,
3.767995866,3.03030303,7.829310345,4.765517241,,
3.767995866,3.03030303,7.970689655,4.765517241,,
3.767995866,3.03030303,8.115517241,4.765517241,,
3.767995866,3.03030303,8.25,4.785344828,,
3.767995866,3.03030303,8.432758621,4.785344828,,
3.767995866,3.03030303,8.606034483,4.785344828,,
3.767995866,3.03030303,8.760344828,4.804310345,,
3.767995866,3.03030303,8.905172414,4.794827586,,
3.767995866,3.03030303,9.059482759,4.794827586,,
3.767995866,3.03030303,9.242241379,4.785344828,,
3.767995866,3.03030303,9.387068966,4.785344828,,
3.767995866,3.03030303,9.569827586,4.804310345,,
3.767995866,3.03030303,9.724137931,4.804310345,,
3.767995866,3.03030303,9.936206897,4.804310345,,
3.767995866,3.03030303,10.10948276,4.804310345,,
3.767995866,3.03030303,10.30172414,4.804310345,,
3.767995866,3.03030303,10.49482759,4.823275862,,
3.767995866,3.03030303,10.68793103,4.823275862,,
3.767995866,3.03030303,10.8612069,4.823275862,,
3.767995866,3.03030303,11.05344828,4.823275862,,
3.767995866,3.03030303,11.28448276,4.813793103,,
3.767995866,3.03030303,11.45862069,4.813793103,,
3.767995866,3.03030303,11.64137931,4.813793103,,
3.767995866,3.03030303,11.83362069,4.813793103,,
3.767995866,3.03030303,12.06206897,4.830172414,,
3.767995866,3.03030303,12.26724138,4.830172414,,
3.767995866,3.03030303,12.47931034,4.843103448,,
3.767995866,3.03030303,12.74913793,4.862068966,,
3.767995866,3.03030303,13.05775862,4.862068966,,
3.767995866,3.03030303,13.2887931,4.881034483,,
3.767995866,3.03030303,13.53965517,4.881034483,,
3.767995866,3.03030303,13.80948276,4.881034483,,
3.767995866,3.03030303,14.07844828,4.881034483,,
3.767995866,3.03030303,14.31034483,4.881034483,,
3.767995866,3.03030303,14.54137931,4.881034483,,
3.767995866,3.03030303,14.77241379,4.881034483,,
3.767995866,3.03030303,15.04224138,4.881034483,,
3.767995866,3.03030303,15.36982759,4.900862069,,
3.767995866,3.03030303,15.69741379,4.900862069,,
3.767995866,3.03030303,16.025,4.900862069,,
2.547351279,3.03030303,0,0,,
2.547351279,3.03030303,0.005172414,0.15862069,,
2.547351279,3.03030303,0.034482759,0.312931034,,
2.547351279,3.03030303,0.053448276,0.472413793,,
2.547351279,3.03030303,0.096551724,0.669827586,,
2.547351279,3.03030303,0.15,0.837931034,,
2.547351279,3.03030303,0.202586207,0.987068966,,
2.547351279,3.03030303,0.256034483,1.137068966,,
2.547351279,3.03030303,0.318103448,1.252586207,,
2.547351279,3.03030303,0.385344828,1.387068966,,
2.547351279,3.03030303,0.462931034,1.54137931,,
2.547351279,3.03030303,0.539655172,1.652586207,,
2.547351279,3.03030303,0.617241379,1.753448276,,
2.547351279,3.03030303,0.679310345,1.854310345,,
2.547351279,3.03030303,0.76637931,1.956034483,,
2.547351279,3.03030303,0.83362069,2.06637931,,
2.547351279,3.03030303,0.925,2.177586207,,
2.547351279,3.03030303,1.021551724,2.273275862,,
2.547351279,3.03030303,1.122413793,2.384482759,,
2.547351279,3.03030303,1.214655172,2.485344828,,
2.547351279,3.03030303,1.315517241,2.572413793,,
2.547351279,3.03030303,1.402586207,2.644827586,,
2.547351279,3.03030303,1.493965517,2.712068966,,
2.547351279,3.03030303,1.585344828,2.779310345,,
2.547351279,3.03030303,1.686206897,2.842241379,,
2.547351279,3.03030303,1.777586207,2.904310345,,
2.547351279,3.03030303,1.890517241,2.974137931,,
2.547351279,3.03030303,2.018965517,3.034482759,,
2.547351279,3.03030303,2.134482759,3.082758621,,
2.547351279,3.03030303,2.268965517,3.160344828,,
2.547351279,3.03030303,2.399137931,3.246551724,,
2.547351279,3.03030303,2.519827586,3.318965517,,
2.547351279,3.03030303,2.659482759,3.39137931,,
2.547351279,3.03030303,2.780172414,3.454310345,,
2.547351279,3.03030303,2.910344828,3.525862069,,
2.547351279,3.03030303,3.074137931,3.58362069,,
2.547351279,3.03030303,3.251724138,3.661206897,,
2.547351279,3.03030303,3.412931034,3.731896552,,
2.547351279,3.03030303,3.643965517,3.782758621,,
2.547351279,3.03030303,3.843103448,3.847413793,,
2.547351279,3.03030303,4.068103448,3.898275862,,
2.547351279,3.03030303,4.279310345,3.962931034,,
2.547351279,3.03030303,4.472413793,4.014655172,,
2.547351279,3.03030303,4.697413793,4.039655172,,
2.547351279,3.03030303,4.902586207,4.117241379,,
2.547351279,3.03030303,5.163793103,4.170689655,,
2.547351279,3.03030303,5.410344828,4.245689655,,
2.547351279,3.03030303,5.628448276,4.290517241,,
2.547351279,3.03030303,5.846551724,4.31637931,,
2.547351279,3.03030303,6.052586207,4.348275862,,
2.547351279,3.03030303,6.309482759,4.374137931,,
2.547351279,3.03030303,6.547413793,4.412931034,,
2.547351279,3.03030303,6.752586207,4.463793103,,
2.547351279,3.03030303,6.951724138,4.470689655,,
2.547351279,3.03030303,7.125,4.50862069,,
2.547351279,3.03030303,7.30862069,4.53362069,,
2.547351279,3.03030303,7.506896552,4.56637931,,
2.547351279,3.03030303,7.74137931,4.586206897,,
2.547351279,3.03030303,7.915517241,4.612068966,,
2.547351279,3.03030303,8.107758621,4.624137931,,
2.547351279,3.03030303,8.319827586,4.662931034,,
2.547351279,3.03030303,8.512068966,4.662931034,,
2.547351279,3.03030303,8.724137931,4.688793103,,
2.547351279,3.03030303,8.923275862,4.714655172,,
2.547351279,3.03030303,9.122413793,4.740517241,,
2.547351279,3.03030303,9.270689655,4.746551724,,
2.547351279,3.03030303,9.469827586,4.740517241,,
2.547351279,3.03030303,9.656034483,4.746551724,,
2.547351279,3.03030303,9.835344828,4.759482759,,
2.547351279,3.03030303,10.02155172,4.765517241,,
2.547351279,3.03030303,10.18275862,4.778448276,,
2.547351279,3.03030303,10.38189655,4.798275862,,
2.547351279,3.03030303,10.53534483,4.823275862,,
2.547351279,3.03030303,10.73448276,4.817241379,,
2.547351279,3.03030303,10.94051724,4.817241379,,
2.547351279,3.03030303,11.11982759,4.823275862,,
2.547351279,3.03030303,11.28706897,4.830172414,,
2.547351279,3.03030303,11.46034483,4.830172414,,
2.547351279,3.03030303,11.63103448,4.830172414,,
2.547351279,3.03030303,11.83965517,4.830172414,,
2.547351279,3.03030303,12,4.817241379,,
2.547351279,3.03030303,12.21206897,4.817241379,,
2.547351279,3.03030303,12.41724138,4.817241379,,
2.547351279,3.03030303,12.62327586,4.817241379,,
2.547351279,3.03030303,12.86724138,4.817241379,,
2.547351279,3.03030303,13.07931034,4.823275862,,
2.547351279,3.03030303,13.30431034,4.817241379,,
2.547351279,3.03030303,13.50948276,4.810344828,,
2.547351279,3.03030303,13.68965517,4.810344828,,
2.547351279,3.03030303,13.89482759,4.810344828,,
2.547351279,3.03030303,14.08103448,4.817241379,,
2.547351279,3.03030303,14.33189655,4.817241379,,
2.547351279,3.03030303,14.55344828,4.845689655,,
2.547351279,3.03030303,14.78448276,4.836206897,,
2.547351279,3.03030303,15.01551724,4.845689655,,
2.547351279,3.03030303,15.21810345,4.856034483,,
2.547351279,3.03030303,15.44913793,4.856034483,,
2.547351279,3.03030303,15.67068966,4.856034483,,
2.547351279,3.03030303,15.92155172,4.875,,
2.547351279,3.03030303,16.16206897,4.875,,
2.547351279,3.03030303,16.45086207,4.913793103,,
2.547351279,3.03030303,16.68275862,4.913793103,,
2.547351279,3.03030303,16.99051724,4.913793103,,
2.547351279,3.03030303,17.22241379,4.913793103,,
2.547351279,3.03030303,17.49137931,4.913793103,,
2.547351279,3.03030303,17.8387931,4.913793103,,
22.92665508,1,0,0,,
22.92665508,1,0,0.259338314,,
22.92665508,1,-0.008537887,0.50266809,,
22.92665508,1,0.01814301,0.736392743,,
22.92665508,1,0.035218783,0.970117396,,
22.92665508,1,0.04375667,1.195304162,,
22.92665508,1,0.069370331,1.419423693,,
22.92665508,1,0.096051227,1.627534685,,
22.92665508,1,0.121664888,1.835645678,,
22.92665508,1,0.138740662,2.04375667,,
22.92665508,1,0.147278549,2.199573106,,
22.92665508,1,0.165421558,2.372465315,,
22.92665508,1,0.191035219,2.589114194,,
22.92665508,1,0.199573106,2.779082177,,
22.92665508,1,0.216648879,2.978655283,,
22.92665508,1,0.251867663,3.177161153,,
22.92665508,1,0.28601921,3.385272145,,
22.92665508,1,0.311632871,3.601921025,,
22.92665508,1,0.338313767,3.800426894,,
22.92665508,1,0.363927428,3.982924226,,
22.92665508,1,0.381003202,4.155816435,,
22.92665508,1,0.407684098,4.346851654,,
22.92665508,1,0.433297759,4.553895411,,
22.92665508,1,0.467449306,4.762006403,,
22.92665508,1,0.50266809,4.970117396,,
22.92665508,1,0.554962647,5.22945571,,
22.92665508,1,0.589114194,5.47171825,,
22.92665508,1,0.637139808,5.753468517,,
22.92665508,1,0.702241195,6.052294557,,
22.92665508,1,0.766275347,6.376734258,,
22.92665508,1,0.844183565,6.701173959,,
22.92665508,1,0.922091782,7.01280683,,
22.92665508,1,1,7.311632871,,
22.92665508,1,1.077908218,7.597652081,,
22.92665508,1,1.169690502,7.947705443,,
22.92665508,1,1.27321238,8.259338314,,
22.92665508,1,1.363927428,8.519743863,,
22.92665508,1,1.481323372,8.844183565,,
22.92665508,1,1.610458911,9.155816435,,
22.92665508,1,1.727854856,9.454642476,,
22.92665508,1,1.853788687,9.732123799,,
22.92665508,1,1.991462113,10.05229456,,
22.92665508,1,2.147278549,10.36392743,,
22.92665508,1,2.321237994,10.6755603,,
22.92665508,1,2.458911419,11.00426894,,
22.92665508,1,2.614727855,11.29882604,,
22.92665508,1,2.77054429,11.62753469,,
22.92665508,1,2.926360726,11.85272145,,
22.92665508,1,3.117395945,12.19957311,,
22.92665508,1,3.27321238,12.47598719,,
22.92665508,1,3.394877268,12.70971185,,
22.92665508,1,3.584845251,12.96051227,,
22.92665508,1,3.75773746,13.2379936,,
22.92665508,1,3.931696905,13.53255069,,
22.92665508,1,4.08751334,13.75773746,,
22.92665508,1,4.26040555,14.01707577,,
22.92665508,1,4.433297759,14.31163287,,
22.92665508,1,4.624332978,14.57097118,,
22.92665508,1,4.780149413,14.84418356,,
22.92665508,1,4.98719317,15.07790822,,
22.92665508,1,5.155816435,15.29882604,,
22.92665508,1,5.311632871,15.49306297,,
22.92665508,1,5.494130203,15.74066169,,
22.92665508,1,5.675560299,15.98719317,,
22.92665508,1,5.870864461,16.20811099,,
22.92665508,1,6.039487727,16.41515475,,
22.92665508,1,6.220917823,16.61045891,,
22.92665508,1,6.429028815,16.83137673,,
22.92665508,1,6.584845251,17.05229456,,
22.92665508,1,6.740661686,17.27321238,,
22.92665508,1,6.922091782,17.46744931,,
22.92665508,1,7.104589114,17.68836713,,
22.92665508,1,7.311632871,17.90928495,,
22.92665508,1,7.494130203,18.10352188,,
22.92665508,1,7.675560299,18.29882604,,
22.92665508,1,7.870864461,18.49306297,,
22.92665508,1,8.026680896,18.6755603,,
22.92665508,1,8.208110993,18.88260406,,
22.92665508,1,8.389541089,19.06510139,,
22.92665508,1,8.57203842,19.24653148,,
22.92665508,1,8.753468517,19.42902882,,
22.92665508,1,8.909284952,19.64461046,,
22.92665508,1,9.091782284,19.85272145,,
22.92665508,1,9.325506937,20.06083244,,
22.92665508,1,9.550693703,20.27748132,,
22.92665508,1,9.75773746,20.46744931,,
22.92665508,1,10,20.68409819,,
22.92665508,1,10.28601921,20.90928495,,
22.92665508,1,10.54642476,21.11739594,,
22.92665508,1,10.78014941,21.3244397,,
22.92665508,1,11.01387407,21.51974386,,
22.92665508,1,11.23372465,21.76627535,,
22.92665508,1,11.44183565,21.96051227,,
22.92665508,1,11.7022412,22.16862327,,
22.92665508,1,11.94877268,22.31163287,,
22.92665508,1,12.20811099,22.49306297,,
22.92665508,1,12.46744931,22.70117396,,
22.92665508,1,12.75346852,22.88260406,,
22.92665508,1,13.03948773,23.06510139,,
22.92665508,1,13.29882604,23.27321238,,
22.92665508,1,13.55923159,23.45464248,,
22.92665508,1,13.79295624,23.63607257,,
22.92665508,1,14.07790822,23.86979723,,
22.92665508,1,14.31163287,24.02561366,,
22.92665508,1,14.59765208,24.1814301,,
22.92665508,1,14.85805763,24.36392743,,
22.92665508,1,15.13447172,24.52828175,,
22.92665508,1,15.38527215,24.69263607,,
22.92665508,1,15.64567769,24.85699039,,
7.630913303,1,0,0,,
7.630913303,1,0.004268943,0.13660619,,
7.630913303,1,0.017075774,0.296691569,,
7.630913303,1,0.035218783,0.452508004,,
7.630913303,1,0.065101387,0.597652081,,
7.630913303,1,0.077908218,0.772678762,,
7.630913303,1,0.103521878,0.954108858,,
7.630913303,1,0.121664888,1.13660619,,
7.630913303,1,0.155816435,1.309498399,,
7.630913303,1,0.181430096,1.473852721,,
7.630913303,1,0.199573106,1.673425827,,
7.630913303,1,0.233724653,1.85058698,,
7.630913303,1,0.259338314,2.006403415,,
7.630913303,1,0.298826041,2.175026681,,
7.630913303,1,0.324439701,2.330843116,,
7.630913303,1,0.376734258,2.473852721,,
7.630913303,1,0.429028815,2.629669157,,
7.630913303,1,0.467449306,2.785485592,,
7.630913303,1,0.532550694,2.928495197,,
7.630913303,1,0.597652081,3.084311633,,
7.630913303,1,0.662753469,3.240128068,,
7.630913303,1,0.740661686,3.402347919,,
7.630913303,1,0.814300961,3.551760939,,
7.630913303,1,0.892209178,3.741728922,,
7.630913303,1,0.98719317,3.897545358,,
7.630913303,1,1.090715048,4.077908218,,
7.630913303,1,1.181430096,4.227321238,,
7.630913303,1,1.28601921,4.362860192,,
7.630913303,1,1.389541089,4.526147279,,
7.630913303,1,1.506937033,4.681963714,,
7.630913303,1,1.604055496,4.811099253,,
7.630913303,1,1.71398079,4.960512273,,
7.630913303,1,1.824973319,5.097118463,,
7.630913303,1,1.947705443,5.220917823,,
7.630913303,1,2.077908218,5.356456777,,
7.630913303,1,2.208110993,5.480256137,,
7.630913303,1,2.330843116,5.564567769,,
7.630913303,1,2.461045891,5.681963714,,
7.630913303,1,2.629669157,5.811099253,,
7.630913303,1,2.791889007,5.947705443,,
7.630913303,1,2.947705443,6.071504803,,
7.630913303,1,3.082177161,6.166488794,,
7.630913303,1,3.246531483,6.284951974,,
7.630913303,1,3.385272145,6.383137673,,
7.630913303,1,3.545357524,6.486659552,,
7.630913303,1,3.675560299,6.5773746,,
7.630913303,1,3.798292423,6.655282818,,
7.630913303,1,3.934898613,6.73959445,,
7.630913303,1,4.071504803,6.817502668,,
7.630913303,1,4.214514408,6.895410886,,
7.630913303,1,4.372465315,6.997865528,,
7.630913303,1,4.553895411,7.084311633,,
7.630913303,1,4.718249733,7.196371398,,
7.630913303,1,4.917822839,7.292422625,,
7.630913303,1,5.160085379,7.395944504,,
7.630913303,1,5.368196371,7.499466382,,
7.630913303,1,5.636072572,7.604055496,,
7.630913303,1,5.852721451,7.699039488,,
7.630913303,1,6.117395945,7.785485592,,
7.630913303,1,6.402347919,7.87620064,,
7.630913303,1,6.649946638,7.966915688,,
7.630913303,1,6.947705443,8.071504803,,
7.630913303,1,7.27321238,8.157950907,,
7.630913303,1,7.618996798,8.261472785,,
7.630913303,1,7.930629669,8.383137673,,
7.630913303,1,8.346851654,8.469583778,,
7.630913303,1,8.658484525,8.581643543,,
7.630913303,1,9.073639274,8.686232657,,
7.630913303,1,9.47171825,8.772678762,,
7.630913303,1,9.874066169,8.893276414,,
7.630913303,1,10.28601921,9.006403415,,
7.630913303,1,10.70117396,9.09284952,,
7.630913303,1,11.08217716,9.231590181,,
7.630913303,1,11.49839915,9.33511206,,
7.630913303,1,11.94770544,9.438633938,,
7.630913303,1,12.39807898,9.508004269,,
7.630913303,1,12.81430096,9.646744931,,
7.630913303,1,13.22091782,9.751334045,,
7.630913303,1,13.64994664,9.85058698,,
7.630913303,1,14.05229456,9.941302028,,
7.630913303,1,14.41515475,10.04482391,,
7.630913303,1,14.80576307,10.14941302,,
7.630913303,1,15.22091782,10.2529349,,
7.630913303,1,15.63607257,10.35645678,,
7.630913303,1,16.07790822,10.46104589,,
7.630913303,1,16.44183565,10.53895411,,
7.630913303,1,16.80576307,10.61686233,,
7.630913303,1,17.22091782,10.74599787,,
7.630913303,1,17.68836713,10.85058698,,
7.630913303,1,18.10352188,10.98078975,,
7.630913303,1,18.57203842,11.08431163,,
7.630913303,1,19.01173959,11.21024546,,
7.630913303,1,19.55816435,11.31803629,,
7.630913303,1,20.0416222,11.42475987,,
7.630913303,1,20.59765208,11.5773746,,
7.630913303,1,21.02774813,11.68196371,,
7.630913303,1,21.48025614,11.78548559,,
7.630913303,1,21.92956243,11.93916756,,
3.768076985,1,0,0,,
3.768076985,1,0,0.138740662,,
3.768076985,1,0.017075774,0.290288154,,
